755	2	1.06E+000	1.85E+000	84.00%	7103.86	5124.85	6.83E+000	9.53E+000	38.00%	17137.92	5270.07
760	2	4.67E+000	8.58E+000	76.00%	7987.16	5802.39	5.64E+000	8.41E+000	38.00%	16829.62	5427.76
765	2	3.21E+001	6.06E+001	82.00%	9407.90	5816.40	1.04E+001	1.77E+001	52.00%	17616.26	4364.29
770	2	7.80E-001	1.43E+000	90.00%	7598.90	5080.44	3.58E+000	5.34E+000	38.00%	16659.34	5539.78
775	2	3.80E-001	6.99E-001	92.00%	7149.52	5194.08	1.53E+000	2.25E+000	54.00%	16751.44	4993.84
780	2	3.42E-001	6.20E-001	86.00%	8723.30	6252.42	2.14E+000	3.35E+000	42.00%	17826.42	4526.98
785	2	6.87E-001	1.32E+000	94.00%	8216.24	6062.21	2.61E+000	3.78E+000	60.00%	16328.42	6115.54
790	2	5.60E+000	9.90E+000	82.00%	9362.88	5534.48	4.92E+000	6.85E+000	40.00%	18085.44	4921.41
795	2	9.24E+000	1.73E+001	84.00%	7670.28	5649.16	6.31E+000	8.09E+000	40.00%	18471.18	5067.89
800	2	8.60E+000	1.64E+001	86.00%	9075.34	6458.85	6.92E+000	9.96E+000	32.00%	18801.88	5200.49
805	2	4.35E+000	7.57E+000	76.00%	10351.16	8410.84	8.17E+000	1.09E+001	46.00%	18593.46	4689.59
810	2	3.48E-001	6.10E-001	86.00%	8008.56	5927.90	5.90E+000	8.41E+000	44.00%	18833.96	5004.06
815	2	1.92E+001	3.25E+001	76.00%	9353.04	6341.86	9.34E+000	1.17E+001	30.00%	19322.20	4599.04
820	2	1.15E+000	1.82E+000	74.00%	9297.72	7160.81	1.31E+000	1.84E+000	42.00%	17671.42	6289.20
825	2	3.39E+000	6.42E+000	92.00%	6919.10	4768.10	5.03E+000	6.32E+000	36.00%	19184.92	5417.52
830	2	2.79E+000	4.60E+000	80.00%	9210.28	6800.07	5.94E+000	7.24E+000	32.00%	20163.46	4022.16
835	2	1.79E+001	3.34E+001	78.00%	10095.34	7204.23	9.04E+000	1.39E+001	28.00%	19867.14	4700.52
840	2	3.04E-001	5.60E-001	92.00%	8315.14	7149.84	7.11E+000	9.97E+000	30.00%	21034.68	3709.73
845	2	2.88E+000	4.81E+000	82.00%	9757.00	7449.72	8.31E+000	1.23E+001	30.00%	19512.62	5231.54
850	2	6.08E+000	1.11E+001	86.00%	9420.58	6165.09	4.47E+000	6.81E+000	44.00%	19480.20	5170.76
855	2	2.06E+000	3.86E+000	88.00%	11043.70	7281.99	2.46E+000	3.37E+000	40.00%	20867.34	3877.30
860	2	1.54E+001	2.86E+001	74.00%	8466.64	6644.35	7.58E+000	1.10E+001	34.00%	19469.24	5777.78
