23893	8.55E-004	5.21E-004	6065	23893	
30090	7.43E-003	1.21E-002	6335	41206	
4174	2.24E-003	4.38E-003	3470	22666	
39491	9.06E-005	1.41E-003	3723	43772	
18849	4.31E-005	4.24E-005	1280	23760	
12381	6.93E-007	1.11E-002	2209	37935	
6681	3.76E-005	3.60E-005	3138	28698	
2972	6.75E-005	6.38E-003	1755	33601	
496	5.72E-005	2.91E-003	496	10362	
1641	5.60E-005	3.94E-005	1435	42715	
10685	4.87E-006	3.61E-005	3292	38867	
19151	3.16E-005	7.29E-003	8365	24582	
23977	3.20E-005	7.39E-005	658	23977	
8217	1.74E-004	2.42E-003	340	30541	
1151	7.42E-003	1.90E-002	866	41444	
3755	3.51E-005	1.97E-005	3755	44415	
3447	7.64E-005	5.74E-003	1644	18998	
6831	6.06E-005	5.49E-004	2484	44847	
10223	7.48E-003	7.52E-003	511	18071	
1128	7.46E-003	2.44E-002	1128	36234	
19898	5.63E-007	1.03E-002	672	43365	
10530	7.40E-003	1.02E-002	9916	37764	
8966	1.92E-007	3.88E-004	8054	31315	
15294	1.20E-006	2.58E-003	982	36553	
44268	2.52E-005	3.26E-002	88	44268	
3749	8.14E-003	7.17E-003	3749	38407	
35169	9.12E-006	5.99E-003	9599	39928	
521	8.75E-005	3.47E-003	521	31668	
6217	6.79E-006	3.94E-005	1744	18380	
977	7.40E-003	2.36E-002	977	39326	
4064	1.11E-007	2.85E-003	1601	24678	
9916	4.09E-007	5.55E-005	4987	39946	
10055	4.32E-005	7.77E-003	952	33475	
22696	2.83E-006	8.17E-005	3291	33010	
22855	7.49E-003	8.29E-003	21149	41025	
5795	4.37E-005	2.24E-005	5795	44850	
677	1.38E-005	1.99E-003	677	36762	
18224	2.66E-005	1.91E-003	2820	19610	
6827	2.51E-005	7.85E-003	3451	41011	
23458	2.57E-006	2.97E-005	9299	45796	
12223	3.03E-005	1.32E-002	2978	36522	
5910	6.50E-006	1.24E-002	1100	12831	
10071	7.52E-005	9.40E-003	665	15611	
19754	7.61E-005	3.20E-003	1461	33167	
15617	9.34E-006	5.74E-003	984	19625	
21157	2.31E-005	5.13E-003	6834	25526	
21616	3.83E-005	2.86E-003	3572	34091	
5739	7.48E-003	6.37E-003	3293	30397	
7437	3.62E-005	2.95E-003	971	44408	
3577	6.35E-006	9.27E-003	2568	41914	
23771	1.52E-005	2.55E-003	9724	42096	
12671	1.35E-004	1.31E-002	6058	33328	
15740	3.38E-006	6.01E-003	6066	40246	
1903	2.87E-005	1.08E-002	818	34092	
3568	4.21E-004	1.54E-003	226	17155	
25606	7.43E-003	4.19E-003	517	43037	
17464	7.45E-003	5.41E-003	1285	42067	
7756	9.15E-005	4.40E-003	4203	16520	
24992	5.90E-005	3.70E-003	1158	24992	
29938	8.50E-008	3.88E-005	5125	43167	
8065	3.82E-005	1.33E-002	3177	34837	
37783	1.29E-005	4.22E-005	23917	38703	
9880	2.83E-003	9.23E-004	2212	44074	
19773	5.03E-005	3.54E-003	9590	34442	
45347	7.42E-003	1.19E-002	10382	45347	
4985	6.40E-005	8.19E-003	3906	39950	
14264	1.81E-005	2.77E-004	3128	27938	
7911	5.90E-006	1.29E-002	6363	36098	
35458	5.29E-005	1.03E-002	2829	39943	
3752	3.16E-005	4.51E-003	1135	20826	
37166	5.96E-006	2.83E-003	6678	42407	
5565	1.14E-002	9.64E-003	3450	35608	
5447	4.22E-005	5.26E-003	3136	34094	
12378	4.41E-004	3.33E-003	1594	33982	
28087	3.68E-005	7.54E-004	5445	38098	
Function                             : Griewank
Mean Fitness Evaluations [Global]    : 13393.40
Mean Error [Global]                  : 2.44E-003
Std. Dev. Error [Global]             : 3.66E-003
Sucess [Global]                      : 71.00%
Mean Error [Local]                   : 6.21E-003
Std. Dev. Error [Local]              : 4.59E-003
Success [Local]                      : 15.00%
Mean Fitness Evaluations [1st Peak]  : 3643.96
Mean Fitness Evaluations [Last Peak] : 33589.63
